40 24 4 30
0 1 0 3 7
0 1 0 3 11
0 1 0 3 11
0 1 0 3 9
0 1 0 3 11
0 2 7 9 17
0 2 5 7 15
0 2 5 7 17
0 2 5 7 17
0 2 7 9 17
1 1 0 3 13
1 1 0 3 13
1 1 0 3 13
1 1 0 3 11
1 2 3 5 13
1 2 7 9 17
1 2 9 11 15
1 2 7 9 13
1 3 11 13 19
1 3 11 13 19
1 3 11 13 23
1 3 9 11 21
2 1 0 3 11
2 1 0 3 13
2 1 0 3 11
2 1 0 3 11
2 2 5 7 17
2 2 5 7 15
2 2 7 9 13
2 2 9 11 19
2 3 7 9 19
2 3 11 13 21
2 3 11 13 21
2 3 7 9 19
3 1 0 3 13
3 1 0 3 11
3 1 0 3 11
3 2 9 11 19
3 2 9 11 19
3 2 9 11 17
