40 24 4 30
0 1 0 3 9
0 1 0 3 11
0 1 0 3 9
0 1 3 5 15
0 1 0 3 11
0 2 5 7 15
0 2 7 9 17
0 2 5 7 15
0 2 7 9 13
0 2 3 5 13
1 1 3 5 9
1 1 0 3 9
1 1 0 3 7
1 1 0 3 11
1 2 7 9 21
1 2 11 13 17
1 2 13 15 19
1 2 9 11 19
1 3 7 9 17
1 3 9 11 17
1 3 15 17 21
1 3 11 13 17
2 1 0 3 11
2 1 0 3 11
2 1 0 3 11
2 1 0 3 9
2 2 7 9 17
2 2 5 7 19
2 2 9 11 19
2 2 5 7 15
2 3 7 9 17
2 3 15 17 25
2 3 7 9 13
2 3 13 15 23
3 1 0 3 11
3 1 3 5 9
3 1 0 3 11
3 2 7 9 15
3 2 7 9 15
3 2 7 9 17
